yal022c	NP_009380.1	NC_001133.7	R	108878	110431	FUN26	NP_009380.1;FUN26;FUN26;YAL022C;851211;6319297;NP_009380.1;NP_009380	Nucleoside transporter with broad nucleoside selectivity; localized to intracellular membranes; Fun26p
yal023c	NP_009379.2	NC_001133.7	R	106273	108552	PMT2	NP_009379.2;PMT2;PMT2;YAL023C;851210;27469358;NP_009379.2;NP_009379	Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt1p, can instead interact with Pmt5p in some conditions; target for new antifungals; Pmt2p
yal024c	NP_009378.1	NC_001133.7	R	101566	105873	LTE1	NP_009378.1;LTE1;LTE1;YAL024C;851209;6319295;NP_009378.1;NP_009378	Putative GDP/GTP exchange factor required for mitotic exit at low temperatures; acts as a guanine nucleotide exchange factor (GEF) for Tem1p, which is a key regulator of mitotic exit; physically associates with Ras2p-GTP; Lte1p
yal025c	NP_009377.1	NC_001133.7	R	100226	101146	MAK16	NP_009377.1;MAK16;MAK16;YAL025C;851208;6319294;NP_009377.1;NP_009377	Mak16p; Essential nuclear protein, constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus
yal026c	NP_009376.1	NC_001133.7	R	95631	99698	DRS2	NP_009376.1;DRS2;DRS2;YAL026C;851207;6319293;NP_009376.1;NP_009376	Drs2p; Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vessicles; contributes to clathrin-coated vesicle formation and endocytosis; mutations in human homolog ATP8B1 result in liver disease
yal026c-a	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>
yal027w	NP_009375.1	NC_001133.7	D	94688	95473	SAW1	NP_009375.1;SAW1;SAW1;YAL027W;851206;6319292;NP_009375.1;NP_009375	Saw1p; Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YAL027W is a non-essential gene
yal028w	NP_009374.1	NC_001133.7	D	92901	94487	FRT2	NP_009374.1;FRT2;FRT2;YAL028W;851205;6319291;NP_009374.1;NP_009374	Tail-anchored endoplasmic reticulum membrane protein, interacts with homolog Frt1p but is not a substrate of calcineurin (unlike Frt1p), promotes growth in conditions of high Na+, alkaline pH, or cell wall stress; potential Cdc28p substrate; Frt2p
yal029c	NP_009373.1	NC_001133.7	R	87856	92271	MYO4	NP_009373.1;MYO4;MYO4;YAL029C;851204;6319290;NP_009373.1;NP_009373	One of two type V myosin motors (along with MYO2) involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p; Myo4p
yal030w	NP_009372.1	NC_001133.7	D	87287	87753	SNC1	NP_009372.1;SNC1;SNC1;YAL030W;851203;6319289;NP_009372.1;NP_009372	Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; Snc1p
yal031c	NP_009371.1	NC_001133.7	R	84750	87032	GIP4	NP_009371.1;GIP4;GIP4;YAL031C;851202;6319288;NP_009371.1;NP_009371	Gip4p; Cytoplasmic Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate
yal031w-a	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>
yal032c	NP_009370.1	NC_001133.7	R	83336	84475	PRP45	NP_009370.1;PRP45;PRP45;YAL032C;851201;6319287;NP_009370.1;NP_009370	Prp45p; Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene
yal033w	NP_009369.1	NC_001133.7	D	82707	83228	POP5	NP_009369.1;POP5;POP5;YAL033W;851200;6319286;NP_009369.1;NP_009369	Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends; Pop5p
yal034c	NP_009368.2	NC_001133.7	R	80711	81952	FUN19	NP_009368.2;FUN19;FUN19;YAL034C;851199;37362610;NP_009368.2;NP_009368	Non-essential protein of unknown function; Fun19p
yal034c-b	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>
yal034w-a	NP_009367.1	NC_001133.7	D	79719	80588	MTW1	NP_009367.1;MTW1;MTW1;YAL034W-A;851197;6319283;NP_009367.1;NP_009367	Mtw1p; Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly
yal035w	NP_009365.1	NC_001133.7	D	76428	79436	FUN12	NP_009365.1;FUN12;FUN12;YAL035W;851196;6319282;NP_009365.1;NP_009365	GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2; Fun12p
yal036c	NP_009364.1	NC_001133.7	R	75044	76153	RBG1	NP_009364.1;RBG1;RBG1;YAL036C;851195;6319281;NP_009364.1;NP_009364	Rbg1p; Member of the DRG family of GTP-binding proteins; interacts with translating ribosomes and with Tma46p
yal037c-a	NP_878040.1	NC_001133.7	R	73427	73519	YAL037C-A	NP_878040.1;YAL037C-A;YAL037C-A;1466428;33438756;NP_878040.1;NP_878040	Yal037c-ap; Putative protein of unknown function
yal037c-b	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>
yal037w	NP_009363.1	NC_001133.7	D	74021	74824	YAL037W	NP_009363.1;YAL037W;YAL037W;851194;6319280;NP_009363.1;NP_009363	Yal037wp; Putative protein of unknown function
yal038w	NP_009362.1	NC_001133.7	D	71787	73289	CDC19	NP_009362.1;CDC19;CDC19;YAL038W;851193;6319279;NP_009362.1;NP_009362	Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; Cdc19p
yal039c	NP_009361.1	NC_001133.7	R	68717	69526	CYC3	NP_009361.1;CYC3;CYC3;YAL039C;851192;6319278;NP_009361.1;NP_009361	Cytochrome c heme lyase (holocytochrome c synthase), attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in the mitochondrial intermembrane space; human ortholog may have a role in microphthalmia with linear skin defects (MLS); Cyc3p
yal040c	NP_009360.1	NC_001133.7	R	65779	67521	CLN3	NP_009360.1;CLN3;CLN3;YAL040C;851191;6319277;NP_009360.1;NP_009360	G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote the G1 to S phase transition; plays a role in regulating transcription of the other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; Cln3p
yal041w	NP_009359.1	NC_001133.7	D	62841	65405	CDC24	NP_009359.1;CDC24;CDC24;YAL041W;851190;6319276;NP_009359.1;NP_009359	Guanine nucleotide exchange factor (GEF or GDP-release factor) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; Cdc24p
yal042c-a	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>
yal042w	NP_009358.1	NC_001133.7	D	61317	62564	ERV46	NP_009358.1;ERV46;ERV46;YAL042W;851256;6319274;NP_009358.1;NP_009358	Protein localized to COPII-coated vesicles, forms a complex with Erv41p; involved in the membrane fusion stage of transport; Erv46p
yal043c	NP_009356.1	NC_001133.7	R	58696	61053	PTA1	NP_009356.1;PTA1;PTA1;YAL043C;851255;6319273;NP_009356.1;NP_009356	Subunit of holo-CPF, a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII; Pta1p
yal044c	NP_009355.2	NC_001133.7	R	57951	58463	GCV3	NP_009355.2;GCV3;GCV3;YAL044C;851254;37362609;NP_009355.2;NP_009355	H subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm; Gcv3p
yal044w-a	NP_075206.1	NC_001133.7	D	57519	57851	YAL044W-A	NP_075206.1;YAL044W-A;YAL044W-A;851252;12621476;NP_075206.1;NP_075206	Yal044w-ap; Putative protein of unknown function; similar to S. pombe uvi31 which is a putative DNA repair protein
yal045c	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>
yal046c	NP_009353.1	NC_001133.7	R	57030	57386	AIM1	NP_009353.1;AIM1;AIM1;YAL046C;851251;6319270;NP_009353.1;NP_009353	Putative protein of unknown function; null mutant displays increased frequency of mitochondrial genome loss (petite formation); Aim1p
yal047c	NP_009352.1	NC_001133.7	R	54990	56858	SPC72	NP_009352.1;SPC72;SPC72;YAL047C;851250;6319269;NP_009352.1;NP_009352	Spc72p; Component of the cytoplasmic Tub4p (gamma-tubulin) complex, binds spindle pole bodies and links them to microtubules; has roles in astral microtubule formation and stabilization
yal047w-a	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>
yal048c	NP_009351.1	NC_001133.7	R	52802	54790	GEM1	NP_009351.1;GEM1;GEM1;YAL048C;851249;6319268;NP_009351.1;NP_009351	Gem1p; Evolutionarily-conserved tail-anchored outer mitochondrial membrane GTPase which regulates mitochondrial morphology; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; not required for pheromone-induced cell death
yal049c	NP_009350.1	NC_001133.7	R	51856	52596	AIM2	NP_009350.1;AIM2;AIM2;YAL049C;851248;6319267;NP_009350.1;NP_009350	Cytoplasmic protein of unknown function, potential Hsp82p interactor; null mutant displays decreased frequency of mitochondrial genome loss (petite formation); Aim2p
yal051w	NP_009349.2	NC_001133.7	D	48565	51708	OAF1	NP_009349.2;OAF1;OAF1;YAL051W;851247;50593114;NP_009349.2;NP_009349	Oleate-activated transcription factor, acts alone and as a heterodimer with Pip2p; activates genes involved in beta-oxidation of fatty acids and peroxisome organization and biogenesis; Oaf1p
yal053w	NP_009348.1	NC_001133.7	D	45900	48251	FLC2	NP_009348.1;FLC2;FLC2;YAL053W;851246;6319265;NP_009348.1;NP_009348	Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; Flc2p
yal054c	NP_009347.1	NC_001133.7	R	42882	45023	ACS1	NP_009347.1;ACS1;ACS1;YAL054C;851245;6319264;NP_009347.1;NP_009347	Acs1p; Acetyl-coA synthetase isoform which, along with Acs2p, is the nuclear source of acetyl-coA for histone acetlyation; expressed during growth on nonfermentable carbon sources and under aerobic conditions
yal055w	NP_009346.1	NC_001133.7	D	42178	42720	PEX22	NP_009346.1;PEX22;PEX22;YAL055W;851244;6319263;NP_009346.1;NP_009346	Putative peroxisomal membrane protein required for import of peroxisomal proteins, functionally complements a Pichia pastoris pex22 mutation; Pex22p
yal056c-a	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>	<NULL>
yal056w	NP_009345.2	NC_001133.7	D	39260	41902	GPB2	NP_009345.2;GPB2;GPB2;YAL056W;851243;41629666;NP_009345.2;NP_009345	Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; homolog of Gpb1p; Gpb2p
